penalty,loss,degree,tol,C,multi_class,fit_intercept,intercept_scaling,class_weight,random_state,verbose,max_iter,score,AOD,Training Size,Max Iteration,counter,execution time
l2,squared_hinge,True,0.0001,1.0,ovr,True,1.0,,2019,0,1000,0.8915471670291591,0.02093692643207712,18084,10000,0,757
l2,squared_hinge,True,0.07312689322808691,9.729449115523026,ovr,True,9.528555570900942,,2019,0,1034,0.8855752571238987,0.027907349922063306,18084,10000,1,791
l2,squared_hinge,True,0.033358254425302894,4.3624029344634145,ovr,False,3.1796212237308503,,2019,0,955,0.8899251668079773,0.01301989499812217,18084,10000,2,708
l1,squared_hinge,False,0.03057258059851042,2.9891857994124362,ovr,False,9.596857260602956,balanced,2019,0,951,0.8216537029527776,0.016434814255688948,18084,10000,3,38
l2,squared_hinge,True,0.04915952967337185,4.854478088736261,ovr,False,0.6518437509786655,balanced,2019,0,1000,0.8906255759943967,0.020171238498044256,18084,10000,4,756
l2,squared_hinge,False,0.009478504455079242,5.415743525074329,ovr,True,9.440926537570887,,2019,0,1048,0.893316621815903,0.029781685739729398,18084,10000,5,27
l2,hinge,True,0.02180619817572972,8.517573695703069,ovr,True,3.2956959389079357,balanced,2019,0,1005,0.8092306558041803,0.010649438965412636,18084,10000,6,794
l2,squared_hinge,False,0.06639099574208013,1.8802709882204338,ovr,True,3.918742759873252,balanced,2019,0,950,0.8211376119733107,0.020215178480816026,18084,10000,7,29
l2,squared_hinge,True,0.018789170535850566,1.663840340791699,ovr,True,6.785326547759247,balanced,2019,0,1035,0.7823570612305083,0.046039572693932426,18084,10000,8,818
l2,hinge,True,0.06583831125382957,8.647162602494854,ovr,True,6.113663592444461,balanced,2019,0,1010,0.8829210749437829,0.0,18084,10000,9,783
l2,squared_hinge,False,0.0787152443768772,8.863258507197434,ovr,False,2.7051736026303197,balanced,2019,0,1020,0.8013418365466141,0.059981839686881616,18084,10000,10,22
l1,squared_hinge,False,0.011690734377003048,7.55644528981229,ovr,False,1.3746019758109005,balanced,2019,0,1019,0.8224278394219781,0.02182663320721155,18084,10000,11,49
l2,squared_hinge,False,0.04528554109797918,5.685432212179414,ovr,False,7.67051966996629,,2019,0,1048,0.8900726213735393,0.032236813083069894,18084,10000,12,25
l2,hinge,True,0.05397766562547109,6.289873518090504,ovr,False,7.638418865234171,balanced,2019,0,989,0.8831791204335164,0.0021257099355995773,18084,10000,13,732
