penalty,loss,degree,tol,C,multi_class,fit_intercept,intercept_scaling,class_weight,random_state,verbose,max_iter,score,AOD,Training Size,Max Iteration,counter,execution time
l2,squared_hinge,True,0.0001,1.0,ovr,True,1.0,,2019,0,1000,0.8554050317943047,0.060246473530413874,27126,10000,0,1276
l2,squared_hinge,False,0.024408069479190515,3.3360316998117074,ovr,False,0.5969758656561316,balanced,2019,0,994,0.8044788498755875,0.03083540623798972,27126,10000,1,55
l2,squared_hinge,False,0.020016245766467586,9.333295115781612,ovr,True,0.5866138876059488,balanced,2019,0,1050,0.8080176942217308,0.022285216416282463,27126,10000,2,65
l2,squared_hinge,True,0.09463071833184766,3.5357614265588917,ovr,True,6.397618994212991,balanced,2019,0,1004,0.8847110865358031,0.0008538450176807388,27126,10000,3,1248
l2,hinge,True,0.026662076044744833,7.936937566404988,ovr,False,1.3117599653601566,,2019,0,963,0.8768039811998894,0.0029202706055878325,27126,10000,4,1099
l2,hinge,True,0.012114848291048048,1.2449303133923675,ovr,False,6.613456743613249,,2019,0,1006,0.8927840752004423,0.009198780334690284,27126,10000,5,1153
l2,hinge,True,0.046358279221566594,7.295482124614894,ovr,True,1.5466129999437024,balanced,2019,0,958,0.8905722974841028,0.024380510676628928,27126,10000,6,1093
l2,squared_hinge,False,0.005094401813198103,1.3231920826471095,ovr,True,2.408937429586956,,2019,0,994,0.8976499861763892,0.020261812441751452,27126,10000,7,61
l2,hinge,True,0.00760211032704399,1.0347103654828587,ovr,True,3.007560790998875,,2019,0,1014,0.8879181642244954,0.02156120687150727,27126,10000,8,1185
l1,squared_hinge,False,0.06480958828693702,3.7170280647634257,ovr,True,8.806676096283466,balanced,2019,0,969,0.8149847940282001,0.02553964975876509,27126,10000,9,73
l2,squared_hinge,True,0.06093988626899535,2.4065214325661204,ovr,True,4.964246367702236,,2019,0,1028,0.8847663809787116,0.0,27126,10000,10,1180
l2,hinge,True,0.0004780321915958858,3.2618253597457265,ovr,False,9.130014348135935,balanced,2019,0,1000,0.8909040641415538,0.006025084053591123,27126,10000,11,1113
l1,squared_hinge,False,0.08417847111312511,3.783297298428182,ovr,True,3.1073121295488644,,2019,0,982,0.8977052806192978,0.013996468760194468,27126,10000,12,89
l1,squared_hinge,False,0.015881490247573526,7.989393440777297,ovr,False,1.1877225842946832,,2019,0,956,0.8986452861487421,0.01692390350272553,27126,10000,13,200
l2,hinge,True,0.04040791303708416,1.2173994003852788,ovr,True,5.1149530066788245,balanced,2019,0,1045,0.8900746474979264,0.0055028986020772205,27126,10000,14,1232
l1,squared_hinge,False,3.826851980976812e-05,5.202789070048383,ovr,True,2.3140650404242256,,2019,0,956,0.898977052806193,0.020767507108660786,27126,10000,15,514
l2,hinge,True,0.09576010552517566,7.952561098596545,ovr,False,4.491998723928363,balanced,2019,0,991,0.890129941940835,0.01770905552258308,27126,10000,16,1108
l1,squared_hinge,False,0.02677424751729813,2.6078249726542198,ovr,True,9.90123796946017,,2019,0,970,0.8983135194912911,0.01856673014920037,27126,10000,17,135
l1,squared_hinge,False,0.0844017541406529,8.548249393648863,ovr,False,5.296661922802083,balanced,2019,0,1010,0.8037600221177772,0.02560759648937154,27126,10000,18,21
l2,squared_hinge,True,0.09348080238795616,9.48959256077612,ovr,False,8.221086555266497,balanced,2019,0,963,0.8964888028753111,0.02039002936635272,27126,10000,19,1106
l2,squared_hinge,False,0.09188867734197827,2.440323057615439,ovr,False,1.634735750215039,,2019,0,1037,0.8870334531379597,0.0550186992944627,27126,10000,20,25
l1,squared_hinge,False,0.08728825904646609,0.9456889137499384,ovr,True,9.091029978991864,balanced,2019,0,961,0.8113906552391484,0.025391731046722224,27126,10000,21,30
l2,hinge,True,0.09326608074068732,5.6555468752528695,ovr,False,1.643592952962608,balanced,2019,0,1007,0.8922311307713575,0.015943574287312023,27126,10000,22,1149
l1,squared_hinge,False,0.09449018591548637,4.957898680465498,ovr,False,1.307400337462045,balanced,2019,0,1034,0.8036494332319601,0.02503566896551164,27126,10000,23,20
l2,squared_hinge,True,0.06286036608325271,0.8563440104389509,ovr,True,4.587564681687202,,2019,0,1020,0.8799004700027647,0.018261043019358263,27126,10000,24,1160
l1,squared_hinge,False,0.09316656398809971,1.5687329659586244,ovr,True,1.0971504508866754,,2019,0,1030,0.8967652750898535,0.012664973470358526,27126,10000,25,70
l2,hinge,True,0.023074390147031745,0.2857440802322936,ovr,True,4.711047071679175,,2019,0,969,0.8917334807851811,0.01392343900779815,27126,10000,26,1092
l1,squared_hinge,False,0.012424301407903762,9.624154118441005,ovr,True,7.074531704834638,balanced,2019,0,1014,0.815648327343102,0.02166851947442716,27126,10000,27,79
l2,squared_hinge,False,0.015488864068889215,0.6390535647083433,ovr,True,4.208125190655765,balanced,2019,0,954,0.8169200995299972,0.021981159283541135,27126,10000,28,53
l2,hinge,True,0.0723638086584084,5.170882103005033,ovr,True,9.296983255953919,,2019,0,1041,0.8893558197401161,0.005348747074806806,27126,10000,29,1257
l1,squared_hinge,False,0.023169874268189353,0.5691510715133258,ovr,False,4.650667032880335,,2019,0,993,0.8984794028200166,0.019477469544719163,27126,10000,30,186
l2,squared_hinge,True,0.08177186129212226,9.994203345591457,ovr,False,8.293481190417468,balanced,2019,0,969,0.8848216754216202,0.0006983240223463687,27126,10000,31,1110
l2,hinge,True,0.007455755043279793,5.4171124915555655,ovr,True,2.9918209264851945,balanced,2019,0,1015,0.894553497373514,0.004478027138314154,27126,10000,32,1190
l2,squared_hinge,True,0.07628380999666191,4.1079824543323875,ovr,False,4.8050404323831035,,2019,0,955,0.8881946364390378,0.012215446995247986,27126,10000,33,1076
l2,squared_hinge,True,0.01937129471246122,7.732265384515996,ovr,True,2.0354306308062853,balanced,2019,0,1042,0.8875863975670445,0.0024731901333681677,27126,10000,34,1197
l2,hinge,True,0.0930275333625798,2.2519964966415524,ovr,False,5.384411682420857,,2019,0,1007,0.8901852363837435,0.00414021467295073,27126,10000,35,1120
l2,hinge,True,0.06395122364539323,5.1274104425959734,ovr,False,1.026543277866447,,2019,0,1037,0.8504838263754493,0.015586256672743617,27126,10000,36,1156
l2,squared_hinge,False,0.055675271760830425,5.423584599334344,ovr,True,9.070701964573004,,2019,0,978,0.892397014100083,0.005942996625069797,27126,10000,37,24
l2,hinge,True,0.04441572562709495,2.9436431358653685,ovr,True,2.8082214170800275,,2019,0,974,0.8685651092065247,0.041764445473697225,27126,10000,38,1140
l2,hinge,True,0.03580096109619308,8.123270302122133,ovr,True,5.161568098495743,balanced,2019,0,953,0.8873099253525021,0.009433175682433891,27126,10000,39,1106
l2,hinge,True,0.08773282011094351,7.38710666392672,ovr,True,7.115300801734476,balanced,2019,0,1042,0.8859828587226983,0.005231993273609246,27126,10000,40,1242
l2,squared_hinge,False,0.025294562654344446,9.37410013395281,ovr,False,7.900927632721973,balanced,2019,0,996,0.8078518108930053,0.023505798022958324,27126,10000,41,53
l2,hinge,True,0.04182475767843717,6.13879659521239,ovr,False,2.861771329437447,,2019,0,1007,0.5870611003594138,0.023495195119791007,27126,10000,42,1139
l2,hinge,True,0.06781920538282746,6.119609306120174,ovr,False,5.776252396461615,,2019,0,983,0.8852087365219795,0.003740338256677125,27126,10000,43,1120
l2,squared_hinge,False,0.023187995725584075,2.8931863359972056,ovr,True,4.468213230643535,,2019,0,1035,0.8954935029029583,0.026322785628979776,27126,10000,44,44
l1,squared_hinge,False,0.04150746866392286,6.438216041151383,ovr,False,0.5422816382495187,balanced,2019,0,1020,0.8115012441249655,0.025389176651352832,27126,10000,45,35
l2,hinge,True,0.052598467383513745,7.5816425761975905,ovr,False,8.42721233523373,balanced,2019,0,963,0.7547138512579485,0.04628364268086932,27126,10000,46,1095
l2,hinge,True,0.06156563823683731,6.842409726498908,ovr,False,6.278798583280549,balanced,2019,0,968,0.8947193807022394,0.02730276096111019,27126,10000,47,1173
l1,squared_hinge,False,0.008285969745654985,0.8953504457944433,ovr,False,8.197540195114295,,2019,0,1018,0.8989217583632845,0.018415558519657642,27126,10000,48,267
l2,squared_hinge,False,0.05392426026406485,8.228684891476806,ovr,True,9.222535729429682,,2019,0,981,0.8923417196571745,0.005865236127402612,27126,10000,49,47
l1,squared_hinge,False,0.051145763072189404,0.724535906197995,ovr,False,2.1150348342993293,balanced,2019,0,1006,0.8102294719380703,0.026004812078300035,27126,10000,50,35
l2,squared_hinge,True,0.05251076365999954,1.5544097369751741,ovr,True,5.37523295349136,balanced,2019,0,983,0.8932817251866187,0.005780101496341135,27126,10000,51,1170
l2,hinge,True,0.022410316235470823,1.3739110503785694,ovr,True,1.2051165621782385,balanced,2019,0,955,0.8695604091788776,0.003153389726741427,27126,10000,52,1142
l2,hinge,True,0.007518523499491342,6.518157866340366,ovr,False,0.22012415143180059,,2019,0,1045,0.8003317666574509,0.010913880161656744,27126,10000,53,1170
l2,hinge,True,0.05859976747020784,8.230148021537085,ovr,False,9.757385592977831,balanced,2019,0,1000,0.8343378490461708,0.054528867262824396,27126,10000,54,1134
l1,squared_hinge,False,0.05187792573571932,4.8506388532139875,ovr,True,9.72830264990526,balanced,2019,0,959,0.8145977329278408,0.02599824373371963,27126,10000,55,42
l2,hinge,True,0.07615459772435362,6.310105095181,ovr,False,1.3636736261054212,,2019,0,1022,0.8893558197401161,0.009479409023474055,27126,10000,56,1160
l2,hinge,True,0.07178618719405355,3.578191453160144,ovr,True,4.945280021926794,,2019,0,965,0.8870334531379597,0.0012855498207741565,27126,10000,57,1088
l1,squared_hinge,False,0.017791125353406705,5.9853177732061456,ovr,False,9.111000482979877,,2019,0,950,0.8986452861487421,0.01692390350272553,27126,10000,58,194
l2,squared_hinge,True,0.0004023825902704109,2.212554606230849,ovr,True,6.316535039639355,,2019,0,958,0.8847663809787116,0.0,27126,10000,59,1090
l1,squared_hinge,False,0.09971861739156526,3.28812690848258,ovr,True,2.244496971940011,balanced,2019,0,1006,0.8117224218965994,0.028187400838470322,27126,10000,60,22
l2,hinge,True,0.04407221312276139,4.659430013518987,ovr,False,5.450460274015651,balanced,2019,0,991,0.7208736521979541,0.03031641688987724,27126,10000,61,1103
l1,squared_hinge,False,0.06328450380742824,4.937247546800565,ovr,False,3.131727825970262,balanced,2019,0,1030,0.806690627591927,0.027039605581119217,27126,10000,62,23
l2,hinge,True,0.07364249652154349,5.753905435478894,ovr,True,3.8386899690374228,,2019,0,959,0.8459496820569533,0.04756865411037329,27126,10000,63,1105
l2,hinge,True,0.07346755503298505,6.809036665578482,ovr,False,4.225714790563569,balanced,2019,0,986,0.8760298589991706,0.022573023234447445,27126,10000,64,1099
l2,hinge,True,0.05202456603942624,1.0501160471244395,ovr,True,4.779935628386514,balanced,2019,0,1039,0.8717168924523085,0.03915384687697378,27126,10000,65,1222
l2,squared_hinge,False,0.09192182074408241,4.419610981367792,ovr,False,3.3359776747026113,balanced,2019,0,981,0.7945811445949682,0.05573982735701506,27126,10000,66,33
l2,hinge,True,0.05488148548007993,4.855717037045897,ovr,True,9.079475093798361,,2019,0,1020,0.2998617638927288,0.003628987655133753,27126,10000,67,1186
l2,hinge,True,0.07443803355855728,1.02612933004081,ovr,True,7.679042803540264,balanced,2019,0,987,0.5241913187724634,0.013132507801635662,27126,10000,68,1124
l2,squared_hinge,False,0.05926275467085738,6.438114653013874,ovr,False,9.01193966378453,balanced,2019,0,1001,0.8040364943323196,0.02425359109787853,27126,10000,69,48
l2,squared_hinge,False,0.012741141311342118,5.682092883104296,ovr,True,3.6578289142200657,balanced,2019,0,991,0.8170859828587227,0.020508560563809675,27126,10000,70,50
l2,hinge,True,0.08210343511991666,8.237010730098008,ovr,False,4.713616161269372,balanced,2019,0,953,0.8857063865081559,0.005238441827999528,27126,10000,71,1061
l2,hinge,True,0.06692174271047444,8.44854750407446,ovr,False,1.9533772625399246,balanced,2019,0,952,0.8847663809787116,0.0,27126,10000,72,1062
l2,hinge,True,0.024888248469241668,1.8971182837429577,ovr,False,3.002028681272365,,2019,0,998,0.8805640033176666,0.046295880146969205,27126,10000,73,1112
l2,hinge,True,0.08079790506957511,4.419893210761474,ovr,False,3.1159049570790653,,2019,0,1042,0.8848769698645286,0.0,27126,10000,74,1153
l2,hinge,True,0.010653567299065034,4.279628362286879,ovr,True,8.455772021053306,balanced,2019,0,989,0.8885264030964888,0.0015180405776521072,27126,10000,75,1160
l2,hinge,True,0.08688568510494157,9.541975496016981,ovr,False,0.4599370333972843,balanced,2019,0,983,0.8158142106718275,0.053824206113779305,27126,10000,76,1126
l2,squared_hinge,False,0.08083241090179154,9.722104724462747,ovr,False,1.8301620685345341,balanced,2019,0,969,0.7945811445949682,0.05573982735701506,27126,10000,77,33
l2,hinge,True,0.0018357289702260304,7.546683572137393,ovr,True,8.852912908815464,balanced,2019,0,993,0.8946640862593309,0.015424726151304323,27126,10000,78,1150
l2,hinge,True,0.049882175393376825,8.259864164049871,ovr,False,0.5564088624262478,,2019,0,1037,0.8593862316837158,0.016993150075594918,27126,10000,79,1149
l2,hinge,True,0.01791840466886223,9.792322033709832,ovr,False,7.409028325222821,,2019,0,1018,0.8058059165053912,0.027011940048227184,27126,10000,80,1170
l1,squared_hinge,False,0.024029337762665002,1.4725392842859881,ovr,True,0.5356535195888813,,2019,0,963,0.8983135194912911,0.01856673014920037,27126,10000,81,135
l1,squared_hinge,False,0.023364780691628676,5.103440334928368,ovr,True,9.21737787512587,balanced,2019,0,1019,0.8154824440143765,0.022063770517153372,27126,10000,82,68
l2,squared_hinge,False,0.08210172569755032,6.3288520608296475,ovr,True,8.832087400008993,,2019,0,1039,0.8922311307713575,0.004546348580377061,27126,10000,83,25
l2,hinge,True,0.06943165819785614,4.314597490259637,ovr,False,2.692441890048191,,2019,0,952,0.8909593585844623,0.02623569018669548,27126,10000,84,1125
l2,hinge,True,0.0233887708555018,0.7488713677884715,ovr,True,5.774608536793395,balanced,2019,0,955,0.8894111141830247,0.0005972329824860972,27126,10000,85,1099
l2,squared_hinge,True,0.05592037549891647,3.9685885361072706,ovr,False,9.202546110651939,balanced,2019,0,1018,0.4791816422449544,0.023444802495945383,27126,10000,86,1128
l2,squared_hinge,False,0.06431348625100893,5.639683123181122,ovr,True,0.33106521566826835,balanced,2019,0,1006,0.806469449820293,0.026982877044081713,27126,10000,87,53
l2,squared_hinge,False,0.0729855746186623,8.881558662208018,ovr,True,9.00247965662155,,2019,0,1015,0.892397014100083,0.005942996625069797,27126,10000,88,25
l2,hinge,True,0.07244870228154324,3.9202363896633425,ovr,True,9.7812086924399,,2019,0,1047,0.7910975946917335,0.04122388663345304,27126,10000,89,1246
l2,squared_hinge,True,0.00896052544365623,5.606772164749761,ovr,True,2.856166566091129,,2019,0,994,0.6132153718551285,0.02854647017866349,27126,10000,90,1125
l2,squared_hinge,False,0.007203995815055059,7.4880056926667224,ovr,False,3.7544482541702133,balanced,2019,0,1037,0.8169200995299972,0.020100412412302898,27126,10000,91,80
l2,hinge,True,0.08246141926817045,5.278959382109023,ovr,True,9.71240115861964,,2019,0,987,0.8943876140447885,0.02205342997918701,27126,10000,92,1126
